Layer,Start,End,Style,Name,MarginL,MarginR,MarginV,Effect,Text
0,0:06:29.75,0:06:32.54,Default,Jacob,0,0,0,,"No, you feel like you weren't like mentally"
0,0:06:32.54,0:06:35.47,Default,Julia,0,0,0,,"No, I feel... I feel discombobulated"
0,0:06:35.00,0:06:36.13,Default,Jacob,0,0,0,,You feel frazzled
0,0:06:36.13,0:06:37.97,Default,Julia,0,0,0,,"I feel frazzled, that's a good word"
0,0:06:38.50,0:06:43.94,Default,Jacob,0,0,0,,I feel like I should say too going into this that like I'm like stupid today
0,0:06:45.23,0:06:50.17,Default,Jacob,0,0,0,,"I'm just not... I keep making little mistakes today, I keep doing dumb stuff"
0,0:06:50.17,0:06:56.99,Default,Julia,0,0,0,,"It's okay, I've been... I keep telling... well, Jacob and I both fell asleep at the same time in different rooms"
0,0:06:59.47,0:07:06.44,Default,Julia,0,0,0,,"And then I woke up from my nap and then I was like, immediately, I could go back to bed"
0,0:07:07.71,0:07:12.45,Default,Julia,0,0,0,,"I've been playing Dragon Age, so I felt like I could dodge into those barrels"
0,0:07:16.16,0:07:18.25,Default,Jacob,0,0,0,,"You can keep going, this doesn't affect you at all"
0,0:07:18.37,0:07:20.82,Default,Julia,0,0,0,,"I was wondering if I would have to take over, you know"
0,0:07:22.96,0:07:24.45,Default,Jacob,0,0,0,,"Take a... Oh, with the mouse"
0,0:07:24.45,0:07:25.98,Default,Julia,0,0,0,,"Yeah, yeah, yeah, since you have Olive"
0,0:07:25.98,0:07:27.30,Default,Jacob,0,0,0,,Is it boat time?
0,0:07:27.30,0:07:28.87,Default,Julia,0,0,0,,I think I'm supposed to take this bow
0,0:07:28.87,0:07:30.08,Default,Jacob,0,0,0,,You're going to take this bag?
0,0:07:30.08,0:07:33.51,Default,Julia,0,0,0,,I'm gonna take that boat once I see if there's any ammo here
0,0:07:35.25,0:07:40.41,Default,Jacob,0,0,0,,I was thinking today that like lately I feel like for those of you who are
0,0:07:41.15,0:07:45.94,Default,Jacob,0,0,0,,"Brandon Sanderson, Stormlight Archive Readers, I have not started the new book yet"
0,0:07:46.08,0:07:47.31,Default,Julia,0,0,0,,Road trip
0,0:07:47.31,0:07:49.07,Default,Jacob,0,0,0,,"That's a shitty road trip, man"
0,0:07:49.66,0:07:56.15,Default,Jacob,0,0,0,,"I've not started the new book yet and this is not a spoiler, but oftentimes I feel like"
0,0:07:57.10,0:07:57.57,Default,Jacob,0,0,0,,Um
0,0:07:58.25,0:08:03.39,Default,Jacob,0,0,0,,"In that book series, there's a character called Teravangian or Teravangian, I don't know how you pronounce his name"
0,0:08:04.19,0:08:11.90,Default,Jacob,0,0,0,,"But one of his whole things is that like some days he wakes up and he's like a super genius and then other days most of the time he wakes up and he's like,"
0,0:08:12.62,0:08:20.69,Default,Jacob,0,0,0,,"a dumbass, I've been feeling like him lately, where some days I wake up and I'm like, I'm just stupid today"
0,0:08:21.67,0:08:26.75,Default,Jacob,0,0,0,,"And then other days I wake up and I'm like, I'm the smartest man who ever lived, I can do anything"
0,0:08:29.47,0:08:31.44,Default,Jacob,0,0,0,,But it's happening less and less
0,0:08:32.28,0:08:38.78,Default,Jacob,0,0,0,,"less and less I wake up and feel like the smartest man who ever lived, -and more and more I wake up and feel like a big idiot"
0,0:08:41.84,0:08:46.22,Default,Julia,0,0,0,,I was trying to show our sister-in-law something and
0,0:08:47.50,0:08:55.66,Default,Julia,0,0,0,,"I was like, I cannot remember where I put this thing. -I was like, my brain's been in the trash and she was like, -Oh, you're never getting it back"
0,0:08:56.43,0:08:57.51,Default,Julia,0,0,0,,"I was like, okay, cool"
0,0:08:57.51,0:08:58.86,Default,Jacob,0,0,0,,The brain is gone
0,0:08:59.01,0:09:00.38,Default,Julia,0,0,0,,Can I run? There we go
0,0:09:01.65,0:09:04.14,Default,Julia,0,0,0,,"All right, this is going to be a cutscene, so"
0,0:09:03.81,0:09:04.84,Default,Jacob,0,0,0,,"Yeah, yeah, yeah"
0,0:09:05.33,0:09:06.57,Default,Julia,0,0,0,,Let's lock in
0,0:09:09.14,0:09:09.98,Default,Julia,0,0,0,,It's me
0,0:09:10.88,0:09:12.04,Default,Julia,0,0,0,,I'm the bad man
0,0:09:21.66,0:09:23.36,Default,Jacob,0,0,0,,I'm on a boat starts playing
0,0:09:44.61,0:09:45.34,Default,Julia,0,0,0,,Oh
0,0:09:47.41,0:09:48.56,Default,Julia,0,0,0,,Boy
0,0:09:48.24,0:09:49.55,Default,Jacob,0,0,0,,Who's ready to paddle?
0,0:09:52.51,0:09:53.57,Default,Julia,0,0,0,,Right on
0,0:09:53.57,0:09:58.85,Default,Jacob,0,0,0,,the game we were playing where you're in a boat and you're rowing and then like a swamp witch and
0,0:10:00.02,0:10:03.19,Default,Jacob,0,0,0,,keeps coming up and trying to get you. -Does that bramble?
0,0:10:01.38,0:10:02.29,Default,Julia,0,0,0,,Oh
0,0:10:03.19,0:10:04.17,Default,Julia,0,0,0,,Yeah
0,0:10:07.85,0:10:09.67,Default,Jacob,0,0,0,,That's not going to happen in this one
0,0:10:08.76,0:10:09.69,Default,Julia,0,0,0,,I hear something
0,0:10:32.55,0:10:34.11,Default,Jacob,0,0,0,,Isn't there like nothing out here?
0,0:10:36.89,0:10:38.78,Default,Jacob,0,0,0,,I'm trying to remember from my
0,0:10:39.89,0:10:41.92,Default,Julia,0,0,0,,"Well, we're going to discover that together"
0,0:10:57.91,0:10:59.50,Default,Julia,0,0,0,,Just rowing forever
0,0:11:01.15,0:11:03.01,Default,Jacob,0,0,0,,I keep hearing little sounds
0,0:11:02.94,0:11:05.37,Default,Julia,0,0,0,,"Yeah, it's actually very interesting"
0,0:11:29.93,0:11:32.14,Default,Jacob,0,0,0,,"Go towards the light, James"
0,0:11:32.88,0:11:36.51,Default,Jacob,0,0,0,,"Do not row parallel to the light, you'll never get there"
0,0:11:38.11,0:11:40.27,Default,Julia,0,0,0,,We were going towards it and then it sh
0,0:11:41.69,0:11:42.13,Default,Julia,0,0,0,,Oh
0,0:12:14.60,0:12:15.59,Default,Julia,0,0,0,,Is my wife here?
0,0:12:16.28,0:12:17.88,Default,Julia,0,0,0,,Did my wife row a boat?
0,0:12:20.20,0:12:22.48,Default,Jacob,0,0,0,,"She could never rowboat, her arms are too weak"
0,0:12:23.61,0:12:24.42,Default,Julia,0,0,0,,She's a woman
0,0:12:29.97,0:12:32.92,Default,Julia,0,0,0,,"James must suspect that his wife's not actually here, right?"
0,0:12:34.74,0:12:38.39,Default,Jacob,0,0,0,,"Well, at this point, he's been through a lot of supernatural stuff that he is"
0,0:12:38.54,0:12:39.42,Default,Julia,0,0,0,,That's true
0,0:12:39.01,0:12:40.99,Default,Jacob,0,0,0,,"completely disregarded, so"
0,0:12:41.11,0:12:42.46,Default,Julia,0,0,0,,That's a good point
0,0:12:42.57,0:12:45.54,Default,Jacob,0,0,0,,"I think he's too in it, he's too lost in the sauce"
0,0:12:45.54,0:12:49.36,Default,Julia,0,0,0,,"Yeah, he just has to keep hoping that he can make amends, I guess"
0,0:12:50.57,0:12:55.58,Default,Julia,0,0,0,,"It's like, see, I was a good husband, I never gave up. -I followed through on my promise"
0,0:12:58.72,0:13:00.97,Default,Julia,0,0,0,,to stand by your
0,0:13:02.77,0:13:03.03,Default,Jacob,0,0,0,,No
0,0:13:03.84,0:13:04.49,Default,Jacob,0,0,0,,Spend money
0,0:13:06.79,0:13:08.41,Default,Jacob,0,0,0,,These waters will bring you peace!
0,0:13:08.97,0:13:10.42,Default,Jacob,0,0,0,,Fifteen dollars for the day
0,0:13:12.56,0:13:15.04,Default,Julia,0,0,0,,Fifteen dollars to hold to hang? Pretty nice
0,0:13:15.19,0:13:17.57,Default,Jacob,0,0,0,,"Yeah, but how long realistically am I going to"
0,0:13:18.33,0:13:19.63,Default,Jacob,0,0,0,,be rowing around out there
0,0:13:19.53,0:13:21.22,Default,Julia,0,0,0,,"Well, you can take it to go fishing"
0,0:13:23.07,0:13:26.08,Default,Jacob,0,0,0,,"You could take it to Go Vision, count me out"
0,0:13:27.31,0:13:33.33,Default,Julia,0,0,0,,I actually like fishing. -I like sitting on a boat. -I don't like the act of
0,0:13:34.01,0:13:35.36,Default,Julia,0,0,0,,herding of fish
0,0:13:35.73,0:13:38.19,Default,Jacob,0,0,0,,"No, I will sit on the boat, that's for sure"
0,0:13:37.50,0:13:38.35,Default,Julia,0,0,0,,"Yeah, yeah"
0,0:13:39.93,0:13:40.74,Default,Jacob,0,0,0,,Puddle
0,0:13:40.81,0:13:44.28,Default,Julia,0,0,0,,I like that you can see the building more clearly in the puddle than you can
0,0:13:44.28,0:13:45.58,Default,Jacob,0,0,0,,That is interesting
0,0:13:45.90,0:13:47.37,Default,Julia,0,0,0,,Like there's someone there
0,0:13:48.27,0:13:49.09,Default,Julia,0,0,0,,Or is that a phone?
0,0:13:49.10,0:13:51.15,Default,Jacob,0,0,0,,I think it's a... a false
0,0:13:51.15,0:13:52.10,Default,Julia,0,0,0,,Affonse
0,0:13:54.12,0:13:56.86,Default,Julia,0,0,0,,Falls! Falls!
0,0:13:59.12,0:14:00.84,Default,Julia,0,0,0,,Let's see if there's anything over here
0,0:14:04.74,0:14:07.17,Default,Jacob,0,0,0,,Very well landscaped over here
0,0:14:07.35,0:14:10.29,Default,Julia,0,0,0,,"It's beautiful, flowers are thriving"
0,0:14:10.42,0:14:11.98,Default,Jacob,0,0,0,,"Well, it's very humid, so"
0,0:14:12.06,0:14:14.75,Default,Julia,0,0,0,,That's true
0,0:14:17.55,0:14:21.90,Default,Jacob,0,0,0,,Is there a way to make the achievement volume louder?
0,0:14:23.57,0:14:26.08,Default,Julia,0,0,0,,I feel like I wasn't notified clearly enough
0,0:14:26.09,0:14:28.43,Default,Jacob,0,0,0,,I'd really like to crank that up if I could
0,0:14:28.43,0:14:32.62,Default,Julia,0,0,0,,"I can still hear other things, so I feel like"
0,0:14:34.73,0:14:36.43,Default,Julia,0,0,0,,I feel like we can make it louder
0,0:14:43.74,0:14:45.79,Default,Julia,0,0,0,,"Oh, it's my flashlight. I thought I saw a little"
0,0:14:46.91,0:14:54.18,Default,Jacob,0,0,0,,"Dude, put me right there in those two chairs, not those, left those. -That's me and you right there"
0,0:14:54.18,0:14:55.63,Default,Julia,0,0,0,,"Oh yeah, 100%"
0,0:14:55.36,0:14:56.87,Default,Jacob,0,0,0,,Absolutely chilling
0,0:14:56.87,0:15:03.51,Default,Julia,0,0,0,,"and then we're like, oh, this is amazing, and then we put in an order for food, and then we start being slightly inconvenienced by bugs"
0,0:15:03.51,0:15:06.65,Default,Jacob,0,0,0,,"Yeah, and then we're like, never mind, outside was a mistake"
0,0:15:08.09,0:15:09.10,Default,Julia,0,0,0,,"Wait, what?"
0,0:15:10.25,0:15:11.23,Default,Jacob,0,0,0,,No items
0,0:15:15.27,0:15:16.32,Default,Jacob,0,0,0,,They got the
0,0:15:16.27,0:15:17.67,Default,Julia,0,0,0,,How does this chain work?
0,0:15:17.67,0:15:20.20,Default,Jacob,0,0,0,,"It's lots of different chains, OK?"
0,0:15:20.09,0:15:23.22,Default,Julia,0,0,0,,"No, it's like all linked together, is one chain"
0,0:15:24.56,0:15:25.05,Default,Julia,0,0,0,,Cacao!
0,0:15:29.16,0:15:34.06,Default,Jacob,0,0,0,,"As the cold draws near, they abandon their old nests to return in time"
0,0:15:34.70,0:15:35.58,Default,Julia,0,0,0,,Hmm
0,0:15:36.12,0:15:37.45,Default,Julia,0,0,0,,That's James right there
0,0:15:43.96,0:15:44.44,Default,Julia,0,0,0,,Oh
0,0:15:47.07,0:15:48.27,Default,Jacob,0,0,0,,Rotten apple
0,0:15:48.27,0:15:50.02,Default,Julia,0,0,0,,I'm really glad that the
0,0:15:50.83,0:15:51.66,Default,Julia,0,0,0,,Sound effect half
0,0:15:51.61,0:15:52.92,Default,Jacob,0,0,0,,Made like a squish
0,0:15:52.67,0:15:53.31,Default,Julia,0,0,0,,Yeah
0,0:15:55.10,0:15:58.98,Default,Julia,0,0,0,,"I'm the rotten apple, it's me. Oh yeah, put that in your pocket"
0,0:15:57.83,0:15:58.15,Default,Jacob,0,0,0,,Do you
0,0:15:58.75,0:16:00.65,Default,Jacob,0,0,0,,"James, why are you keeping that, bro?"
0,0:16:00.65,0:16:04.48,Default,Julia,0,0,0,,"Because it's gross, he only deserves the grossest things, okay?"
0,0:16:04.48,0:16:08.36,Default,Jacob,0,0,0,,"I was going to say you should throw that thing as hard as you can against a tree, it's really fun"
0,0:16:09.95,0:16:14.84,Default,Jacob,0,0,0,,"Lone one of the east, out of the water safety now lost out of breath"
0,0:16:19.28,0:16:21.26,Default,Jacob,0,0,0,,Why'd you go out of the water? You're a fish
0,0:16:22.40,0:16:24.48,Default,Julia,0,0,0,,Lone one of the east
0,0:16:26.61,0:16:31.23,Default,Julia,0,0,0,,"I can't loan the east, that's too big. -And I don't own it"
0,0:16:29.85,0:16:32.50,Default,Jacob,0,0,0,,This has got to be some Puzz shit
0,0:16:32.99,0:16:34.49,Default,Julia,0,0,0,,"Yeah, oh yeah"
0,0:16:34.49,0:16:36.06,Default,Jacob,0,0,0,,This is some major puz
0,0:16:39.26,0:16:40.92,Default,Julia,0,0,0,,I hear peeing
0,0:16:42.49,0:16:43.50,Default,Julia,0,0,0,,Pianus
0,0:16:45.56,0:16:46.37,Default,Julia,0,0,0,,I hear it
0,0:16:48.00,0:16:51.73,Default,Julia,0,0,0,,"I know there's another statue, I'm going to go towards the piano in the interest of"
0,0:16:52.59,0:16:53.62,Default,Julia,0,0,0,,Welcome back
0,0:16:54.35,0:16:55.73,Default,Julia,0,0,0,,they knew I was here before
0,0:16:58.67,0:17:01.77,Default,Jacob,0,0,0,,They've been waiting for you. Is that a leather jacket?
0,0:17:04.54,0:17:05.17,Default,Julia,0,0,0,,Sure is
0,0:17:05.17,0:17:05.91,Default,Jacob,0,0,0,,It's like a
0,0:17:05.91,0:17:06.52,Default,Julia,0,0,0,,Buddy?
0,0:17:06.51,0:17:07.97,Default,Jacob,0,0,0,,cool white leather jacket
0,0:17:07.97,0:17:08.76,Default,Julia,0,0,0,,Yeah
0,0:17:09.23,0:17:11.63,Default,Jacob,0,0,0,,Is that Mary's jacket? She had a cool ass jacket
0,0:17:12.69,0:17:15.29,Default,Julia,0,0,0,,"Uh, Mary was wearing... red"
0,0:17:16.94,0:17:19.02,Default,Jacob,0,0,0,,"Well, yeah, she took off the jacket and left it here"
0,0:17:19.76,0:17:21.03,Default,Julia,0,0,0,,"Oh, yeah"
0,0:17:21.03,0:17:22.51,Default,Jacob,0,0,0,,"Oh, waiting for you"
0,0:17:25.28,0:17:26.38,Default,Jacob,0,0,0,,312
0,0:17:29.84,0:17:31.02,Default,Julia,0,0,0,,That's my birthday
0,0:17:33.38,0:17:34.38,Default,Julia,0,0,0,,How'd she know?
0,0:17:36.52,0:17:37.58,Default,Jacob,0,0,0,,She's your wife
0,0:17:38.63,0:17:39.56,Default,Jacob,0,0,0,,That's how
0,0:17:41.36,0:17:43.10,Default,Julia,0,0,0,,"Do you know what my birthday is, Jacob?"
0,0:17:44.89,0:17:47.20,Default,Jacob,0,0,0,,"Do I know what your birthday is, the one you just said?"
0,0:17:50.78,0:17:52.92,Default,Julia,0,0,0,,"Yeah, do you know?"
0,0:17:52.92,0:17:55.67,Default,Jacob,0,0,0,,"If I didn't know before, I definitely do now"
0,0:17:55.67,0:17:57.02,Default,Julia,0,0,0,,"Well, what is it then?"
0,0:17:57.02,0:17:58.74,Default,Jacob,0,0,0,,"Oh shit, oh no"
0,0:17:59.23,0:18:00.33,Default,Julia,0,0,0,,"Oh my God, it's the same"
0,0:18:02.20,0:18:05.05,Default,Jacob,0,0,0,,"No, I told you, I've got the perfect mnemonic device for your birthday"
0,0:18:05.05,0:18:06.08,Default,Julia,0,0,0,,"Okay, what is it?"
0,0:18:06.08,0:18:07.49,Default,Jacob,0,0,0,,March one two
0,0:18:07.92,0:18:10.03,Default,Julia,0,0,0,,"Oh, okay, how'd you know?"
0,0:18:10.93,0:18:11.40,Default,Julia,0,0,0,,I just
0,0:18:11.40,0:18:16.40,Default,Jacob,0,0,0,,"I'll never forget because it's like someone marching. -They're like, march, one, two, one, two"
0,0:18:17.42,0:18:18.59,Default,Jacob,0,0,0,,I'll never forget
0,0:18:19.15,0:18:25.19,Default,Julia,0,0,0,,"Well, I super remembered your birthday after you pointed out that it's-- -That it's 69"
0,0:18:22.84,0:18:24.24,Default,Jacob,0,0,0,,That it's 6'9
0,0:18:27.09,0:18:28.75,Default,Julia,0,0,0,,"Oh, the rotten apple didn't work here"
